ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-07-08,3863.0374976771986,3678.782733964608,4074.2733852468496,3863.0374976771986,3863.0374976771986,25.21248940236246,25.21248940236246,25.21248940236246,25.21248940236246,25.21248940236246,25.21248940236246,0.0,0.0,0.0,3888.249987079561
2024-07-09,3867.9958101183975,3700.9628238685123,4099.479592507946,3867.9958101183975,3867.9958101183975,31.2918150573664,31.2918150573664,31.2918150573664,31.2918150573664,31.2918150573664,31.2918150573664,0.0,0.0,0.0,3899.287625175764
2024-07-10,3872.9541225595963,3731.72219267244,4110.054489722498,3872.9541225595963,3872.9541225595963,42.91285219144343,42.91285219144343,42.91285219144343,42.91285219144343,42.91285219144343,42.91285219144343,0.0,0.0,0.0,3915.86697475104
2024-07-11,3877.912435000794,3700.3528406590112,4097.54205559502,3877.912435000794,3877.912435000794,38.952118233660215,38.952118233660215,38.952118233660215,38.952118233660215,38.952118233660215,38.952118233660215,0.0,0.0,0.0,3916.8645532344544
2024-07-12,3882.870747441993,3722.418788673028,4088.687623367725,3882.870747441993,3882.870747441993,30.47603282878755,30.47603282878755,30.47603282878755,30.47603282878755,30.47603282878755,30.47603282878755,0.0,0.0,0.0,3913.3467802707805
2024-07-15,3897.745684765589,3722.9349115026666,4107.345016515522,3897.745684765589,3897.745684765589,25.21248940202413,25.21248940202413,25.21248940202413,25.21248940202413,25.21248940202413,25.21248940202413,0.0,0.0,0.0,3922.958174167613
2024-07-16,3902.7039971911563,3745.477297634501,4113.962290882005,3902.7039971911563,3902.7039971911563,31.29181505734252,31.29181505734252,31.29181505734252,31.29181505734252,31.29181505734252,31.29181505734252,0.0,0.0,0.0,3933.9958122484986
2024-07-17,3907.662309616724,3758.669956928583,4156.28880925197,3907.662309616724,3907.662309616724,42.91285219144622,42.91285219144622,42.91285219144622,42.91285219144622,42.91285219144622,42.91285219144622,0.0,0.0,0.0,3950.5751618081704
2024-07-18,3912.6206220422914,3757.438553906965,4143.687718761499,3912.6206220422914,3912.6206220422914,38.95211823363982,38.95211823363982,38.95211823363982,38.95211823363982,38.95211823363982,38.95211823363982,0.0,0.0,0.0,3951.572740275931
2024-07-19,3917.578934467859,3764.2266889073853,4141.9952190432205,3917.578934467859,3917.578934467859,30.476032828620323,30.476032828620323,30.476032828620323,30.476032828620323,30.476032828620323,30.476032828620323,0.0,0.0,0.0,3948.0549672964794
2024-07-22,3932.453871744562,3771.6257232814437,4156.566002566517,3932.453871744562,3932.453871744562,25.212489402103984,25.212489402103984,25.212489402103984,25.212489402103984,25.212489402103984,25.212489402103984,0.0,0.0,0.0,3957.666361146666
2024-07-23,3937.4121841701294,3771.897762019359,4154.970988268359,3937.4121841701294,3937.4121841701294,31.29181505736695,31.29181505736695,31.29181505736695,31.29181505736695,31.29181505736695,31.29181505736695,0.0,0.0,0.0,3968.7039992274963
2024-07-24,3942.370496595697,3788.6719598079508,4184.456667533743,3942.370496595697,3942.370496595697,42.91285219145065,42.91285219145065,42.91285219145065,42.91285219145065,42.91285219145065,42.91285219145065,0.0,0.0,0.0,3985.283348787148
2024-07-25,3947.3288090212645,3781.40704604572,4175.999139748275,3947.3288090212645,3947.3288090212645,38.95211823361942,38.95211823361942,38.95211823361942,38.95211823361942,38.95211823361942,38.95211823361942,0.0,0.0,0.0,3986.280927254884
2024-07-26,3952.2871214468323,3785.3504642342123,4184.221575042643,3952.2871214468323,3952.2871214468323,30.47603282897718,30.47603282897718,30.47603282897718,30.47603282897718,30.47603282897718,30.47603282897718,0.0,0.0,0.0,3982.7631542758095
2024-07-29,3967.162058723535,3791.23969258037,4182.8318188558,3967.162058723535,3967.162058723535,25.212489402098452,25.212489402098452,25.212489402098452,25.212489402098452,25.212489402098452,25.212489402098452,0.0,0.0,0.0,3992.3745481256337
