Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,
2024-10-25,3949.843505859375,4024.368855026533,3949.843505859375,3991.246477618907,195647800
2024-10-28,3941.562744140625,3974.6851201418067,3900.159774139148,3949.8433381409204,191211000
2024-10-29,3891.879150390625,3958.1239018866354,3891.8791503906245,3916.720932201629,203658600
2024-10-30,3900.159912109375,3933.2822892822783,3833.915157763568,3833.915157763568,296314500
2024-10-31,3974.685302734375,4032.649463399251,3900.1599533081053,3900.1599533081053,307110400
2024-11-01,3891.879150390625,3991.2462776346406,3891.8791503906245,3949.843307949634,235656400
2024-11-04,3908.440673828125,3949.84364706783,3850.4765112925384,3900.1600791801843,209831500
2024-11-05,3900.159912109375,3925.0016949890523,3875.318129229697,3883.598723522923,199499300
2024-11-06,3809.073486328125,3916.7212152895722,3809.073486328125,3900.1600262185802,249059500
2024-11-07,3767.67041015625,3842.1957589285716,3767.67041015625,3817.3539760044646,296218600
2024-11-08,3742.82861328125,3842.195744607301,3742.82861328125,3809.0733674986172,198589900
2024-11-11,3693.145263671875,3759.390021764644,3618.61991081751,3701.4258584334716,507192300
2024-11-12,3726.267578125,3742.828767361111,3668.3034157986112,3668.3034157986112,252380100
2024-11-13,3792.511962890625,3817.353744306939,3693.1448372253685,3701.4254310308065,209627200
2024-11-14,3726.267578125,3800.7929296875,3726.267578125,3784.2317404513888,159871800
2024-11-15,3701.425537109375,3734.547913280376,3684.8643490238746,3684.8643490238746,106365600
2024-11-18,3602.05859375,3693.145132902299,3602.05859375,3676.5839439655174,253272300
2024-11-19,3610.339111328125,3651.7420827883097,3602.058517036088,3602.058517036088,294838700
2024-11-20,3585.49755859375,3676.584101652714,3585.49755859375,3643.461722358545,298734600
2024-11-21,3519.252685546875,3577.216847426471,3519.252685546875,3544.094469209559,376788400
2024-11-22,3643.46142578125,3660.0226140802556,3519.2525135387077,3519.2525135387077,280188100
2024-11-25,3701.425537109375,3751.109101365877,3660.0225668956236,3660.0225668956236,401446400
2024-11-26,3643.46142578125,3701.42558482777,3626.9002374822444,3684.8643965287642,266677500
2024-11-28,3585.49755859375,3635.181127535003,3585.49755859375,3602.058748240834,277081800
2024-11-29,3519.252685546875,3560.655658318015,3519.252685546875,3544.094469209559,412519800
2024-12-02,3453.0078125,3544.0943495203837,3444.72721822542,3535.813755245804,337188900
2024-12-03,3510.97216796875,3519.2527627045256,3486.130383761424,3510.97216796875,384146700
2024-12-04,3602.05859375,3618.619782686782,3494.4108656609196,3510.972054597701,345762200
2024-12-05,3527.533203125,3593.7779581132627,3519.252608751467,3568.9361749926643,183249300
2024-12-06,3568.936279296875,3568.936279296875,3494.410927757033,3519.2527116036467,151433000
2024-12-09,3635.18115234375,3635.18115234375,3560.655798423263,3568.9363933033173,158897200
2024-12-10,3610.339111328125,3626.900299912199,3552.374951283866,3610.339111328125,196160900
2024-12-11,3626.900390625,3668.303363120719,3593.7780126284247,3593.7780126284247,203980300
2024-12-12,3527.533203125,3610.3391468603286,3527.533203125,3593.7779581132627,226698900
2024-12-13,3453.0078125,3544.0943495203837,3453.0078125,3502.6913781474823,287838100
2024-12-16,3519.252685546875,3544.094469209559,3436.4467400045955,3436.4467400045955,325441900
2024-12-17,3436.44677734375,3552.3751023625755,3436.44677734375,3519.252723785768,327919000
2024-12-18,3436.44677734375,3486.130345208961,3419.8855880553465,3453.0079666321535,205055500
2024-12-19,3386.76318359375,3403.3243727555773,3353.6408052700945,3386.76318359375,381986300
2024-12-20,3361.92138671875,3411.60495401016,3353.6407921701816,3370.2019812673184,252689600
2024-12-23,3486.130126953125,3486.130126953125,3403.3241856953314,3419.88537394689,167689800
2024-12-24,3477.849609375,3519.252580915179,3453.007826450893,3494.410797991072,199536100
2024-12-27,3507.79443359375,3524.9056259527442,3490.683241234756,3507.79443359375,143104400
2024-12-30,3490.68310546875,3524.9054888556984,3482.1275096220124,3490.68310546875,153934700
2025-01-02,3601.90576171875,3610.4613573522865,3499.2386141163156,3507.7942097498517,181361700
