Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,
2024-09-17,4388.71484375,4430.117813974056,4347.311873525943,4430.117813974056,201331600
2024-09-18,4430.1181640625,4450.819650810456,4409.416677314544,4430.1181640625,186877300
2024-09-19,4471.52099609375,4554.326940465856,4471.52099609375,4492.222482186777,332941100
2024-09-20,4450.8193359375,4512.923791787791,4450.8193359375,4471.52082122093,260437400
2024-09-23,4554.3271484375,4554.3271484375,4430.118226207386,4430.118226207386,245292000
2024-09-24,4575.0283203125,4616.431291537047,4575.0283203125,4595.729805924774,195415700
2024-09-25,4409.41650390625,4492.222447641579,4305.909074237089,4471.520961707746,607065900
2024-09-26,4181.69970703125,4305.908609220297,4160.998223333076,4264.505641823948,855266800
2024-09-27,4223.103515625,4264.506491268382,4140.297564338235,4181.700539981617,304694300
2024-09-30,4098.89404296875,4181.699983230745,4098.89404296875,4181.699983230745,539169900
2024-10-01,4202.40185546875,4202.40185546875,4115.4556101831895,4115.4556101831895,197069300
2024-10-02,4090.61328125,4202.401296021002,4057.490906503036,4140.2968433704455,307487600
2024-10-03,4074.052734375,4107.175114329268,4024.369164443597,4057.4915443978657,354814800
2024-10-04,4024.369140625,4074.0527102623455,4016.088545685442,4032.6497355645574,289960700
2024-10-07,3991.24658203125,4082.333122285075,3982.9659874627205,4024.3689603053685,308452200
2024-10-08,4140.29736328125,4181.700336914063,3941.5630898437503,3974.68546875,527474400
2024-10-09,4082.3330078125,4202.401625689338,4082.3330078124995,4140.297168166835,309336600
2024-10-10,4024.369140625,4115.455684960134,4024.369140625,4074.0527102623455,226564700
2024-10-11,4057.49169921875,4090.6140804368624,4049.211103914222,4065.772294523278,104875300
2024-10-14,4057.49169921875,4082.3334851323343,4032.6499133051657,4057.49169921875,125414400
2024-10-15,4074.052734375,4132.016899294969,4074.0527343749995,4082.333329363567,142372200
2024-10-16,4098.89404296875,4115.455231021149,4074.0522608901515,4098.89404296875,118014300
2024-10-17,4123.736328125,4181.700493379769,4090.613947979418,4107.175138052209,188127700
2024-10-18,4115.45556640625,4181.7003240143995,4107.174971705232,4160.998837261853,157113000
2024-10-21,4132.0166015625,4160.998681934181,4115.455412778682,4123.736007170592,110708200
2024-10-22,4057.49169921875,4115.455866350447,4057.49169921875,4107.175271045919,199707500
2024-10-23,4024.369140625,4049.2109254436727,3982.966165927212,3999.527355806327,222147300
2024-10-24,3991.24658203125,4057.4913385794866,3982.9659874627205,3991.24658203125,218162100
